"created_date","modified_date","stage_pk","stage_name","stage_type","stage_slug","tournament_id"
2023-10-21 23:39:29.891 -0600,2023-10-21 23:39:29.891 -0600,258,knockouts,,knockouts,121
2023-10-21 23:39:29.986 -0600,2023-10-21 23:39:29.986 -0600,259,Groups,,groups,122
2023-10-21 23:39:30.309 -0600,2023-10-21 23:39:30.309 -0600,260,Knockouts,,elim,122
2023-10-21 23:39:30.425 -0600,2023-10-21 23:39:30.425 -0600,261,Regional Finals,,regional_finals,123
2023-10-21 23:39:30.446 -0600,2023-10-21 23:39:30.446 -0600,262,Regular Season,,regular_season,124
2023-10-21 23:39:31.239 -0600,2023-10-21 23:39:31.239 -0600,263,Playoffs,,playoffs,124
2023-10-21 23:39:31.285 -0600,2023-10-21 23:39:31.285 -0600,264,knockouts,,knockouts,125
2023-10-21 23:39:31.305 -0600,2023-10-21 23:39:31.305 -0600,265,Regional Finals,,regional_finals,126
2023-10-21 23:39:31.322 -0600,2023-10-21 23:39:31.322 -0600,266,Regional Finals,,regional_finals,127
2023-10-21 23:39:31.346 -0600,2023-10-21 23:39:31.346 -0600,267,Groups,,groups,128
2023-10-21 23:39:31.437 -0600,2023-10-21 23:39:31.437 -0600,268,Knockouts,,elim,128
2023-10-21 23:39:31.484 -0600,2023-10-21 23:39:31.484 -0600,269,Play In Groups,,play_in_groups,129
2023-10-21 23:39:32.230 -0600,2023-10-21 23:39:32.230 -0600,270,Play In Knockouts,,play_in_elim,129
2023-10-21 23:39:32.288 -0600,2023-10-21 23:39:32.288 -0600,271,Groups,,groups,129
2023-10-21 23:39:32.938 -0600,2023-10-21 23:39:32.938 -0600,272,knockouts,,knockouts,129
2023-10-21 23:39:33.002 -0600,2023-10-21 23:39:33.002 -0600,273,Playoffs,,playoffs,130
2023-10-21 23:39:33.176 -0600,2023-10-21 23:39:33.176 -0600,274,Regular Season,,regular_season,131
2023-10-21 23:39:34.788 -0600,2023-10-21 23:39:34.788 -0600,275,Playoffs,,playoffs,131
2023-10-21 23:39:34.951 -0600,2023-10-21 23:39:34.951 -0600,276,Regular Season,,regular_season,132
2023-10-21 23:39:35.430 -0600,2023-10-21 23:39:35.430 -0600,277,Playoffs,,playoffs,132
2023-10-21 23:39:35.561 -0600,2023-10-21 23:39:35.561 -0600,278,Regular Season,,regular_season,133
2023-10-21 23:39:37.040 -0600,2023-10-21 23:39:37.040 -0600,279,Playoffs,,playoffs,133
2023-10-21 23:39:37.262 -0600,2023-10-21 23:39:37.262 -0600,280,Regular Season,,regular_season,134
2023-10-21 23:39:37.800 -0600,2023-10-21 23:39:37.800 -0600,281,Groups,,groups,134
2023-10-21 23:39:37.906 -0600,2023-10-21 23:39:37.906 -0600,282,Playoffs,,playoffs,134
2023-10-21 23:39:37.940 -0600,2023-10-21 23:39:37.940 -0600,283,Play In Knockouts,,play_in_elim,135
2023-10-21 23:39:38.103 -0600,2023-10-21 23:39:38.103 -0600,284,Bracket Stage,,bracket_stage,135
2023-10-21 23:39:38.306 -0600,2023-10-21 23:39:38.306 -0600,285,Regular Season,,regular_season,136
2023-10-21 23:39:38.819 -0600,2023-10-21 23:39:38.819 -0600,286,Playoffs,,playoffs,136
2023-10-21 23:39:39.013 -0600,2023-10-21 23:39:39.013 -0600,287,Regular Season,,regular_season,137
2023-10-21 23:39:39.431 -0600,2023-10-21 23:39:39.431 -0600,288,Groups,,groups,137
2023-10-21 23:39:39.607 -0600,2023-10-21 23:39:39.607 -0600,289,Playoffs,,playoffs,137
2023-10-21 23:39:39.703 -0600,2023-10-21 23:39:39.703 -0600,290,Regular Season,,regular_season,138
2023-10-21 23:39:42.176 -0600,2023-10-21 23:39:42.176 -0600,291,Playoffs,,playoffs,138
2023-10-21 23:39:42.388 -0600,2023-10-21 23:39:42.388 -0600,292,Regular Season,,regular_season,139
2023-10-21 23:39:43.594 -0600,2023-10-21 23:39:43.594 -0600,293,Playoffs,,playoffs,139
2023-10-21 23:39:43.703 -0600,2023-10-21 23:39:43.703 -0600,294,Regular Season,,regular_season,140
2023-10-21 23:39:45.016 -0600,2023-10-21 23:39:45.016 -0600,295,Playoffs,,playoffs,140
2023-10-21 23:39:45.099 -0600,2023-10-21 23:39:45.099 -0600,296,knockouts,,knockouts,141
2023-10-21 23:39:45.414 -0600,2023-10-21 23:39:45.414 -0600,297,Regular Season,,regular_season,142
2023-10-21 23:39:47.065 -0600,2023-10-21 23:39:47.065 -0600,298,Playoffs,,playoffs,142
2023-10-21 23:39:47.241 -0600,2023-10-21 23:39:47.241 -0600,299,Regular Season,,regular_season,143
2023-10-21 23:39:48.030 -0600,2023-10-21 23:39:48.030 -0600,300,Playoffs,,playoffs,143
2023-10-21 23:39:48.080 -0600,2023-10-21 23:39:48.080 -0600,301,knockouts,,knockouts,144
2023-10-21 23:39:48.414 -0600,2023-10-21 23:39:48.414 -0600,302,Regular Season,,regular_season,145
2023-10-21 23:39:49.092 -0600,2023-10-21 23:39:49.092 -0600,303,Playoffs,,playoffs,145
2023-10-21 23:39:49.177 -0600,2023-10-21 23:39:49.177 -0600,304,Regular Season,,regular_season,146
2023-10-21 23:39:50.888 -0600,2023-10-21 23:39:50.888 -0600,305,Playoffs,,playoffs,146
2023-10-21 23:39:50.993 -0600,2023-10-21 23:39:50.993 -0600,306,Regular Season,,regular_season,147
2023-10-21 23:39:52.292 -0600,2023-10-21 23:39:52.292 -0600,307,Playoffs,,playoffs,147
2023-10-21 23:39:52.358 -0600,2023-10-21 23:39:52.358 -0600,308,Regular Season,,regular_season,148
2023-10-21 23:39:53.166 -0600,2023-10-21 23:39:53.166 -0600,309,Playoffs,,playoffs,148
2023-10-21 23:39:53.235 -0600,2023-10-21 23:39:53.235 -0600,310,Regular Season,,regular_season,149
2023-10-21 23:39:55.221 -0600,2023-10-21 23:39:55.221 -0600,311,Playoffs,,playoffs,149
2023-10-21 23:39:55.426 -0600,2023-10-21 23:39:55.426 -0600,312,Regular Season,,regular_season,150
2023-10-21 23:39:57.783 -0600,2023-10-21 23:39:57.783 -0600,313,Playoffs,,playoffs,150
2023-10-21 23:39:57.968 -0600,2023-10-21 23:39:57.968 -0600,314,Play In Groups,,play_in_groups,151
2023-10-21 23:39:58.588 -0600,2023-10-21 23:39:58.588 -0600,315,Play In Knockouts,,play_in_elim,151
2023-10-21 23:39:58.642 -0600,2023-10-21 23:39:58.642 -0600,316,Round 2,,round_2,152
2023-10-21 23:39:58.923 -0600,2023-10-21 23:39:58.923 -0600,317,Playoffs,,playoffs,152
2023-10-21 23:39:59.020 -0600,2023-10-21 23:39:59.020 -0600,318,Regular Season,,regular_season,153
2023-10-21 23:39:59.809 -0600,2023-10-21 23:39:59.809 -0600,319,Playoffs,,playoffs,153
2023-10-21 23:39:59.877 -0600,2023-10-21 23:39:59.877 -0600,320,Regular Season,,regular_season,154
2023-10-21 23:40:00.398 -0600,2023-10-21 23:40:00.398 -0600,321,Regular Season,,regular_season,155
2023-10-21 23:40:00.785 -0600,2023-10-21 23:40:00.785 -0600,322,knockouts,,knockouts,155
2023-10-21 23:40:00.822 -0600,2023-10-21 23:40:00.822 -0600,323,Regular Season,,regular_season,156
2023-10-21 23:40:01.471 -0600,2023-10-21 23:40:01.471 -0600,324,Playoffs,,playoffs,156
2023-10-21 23:40:01.527 -0600,2023-10-21 23:40:01.527 -0600,325,Regular Season,,regular_season,157
2023-10-21 23:40:02.875 -0600,2023-10-21 23:40:02.875 -0600,326,Playoffs,,playoffs,157
2023-10-21 23:40:02.961 -0600,2023-10-21 23:40:02.961 -0600,327,Regular Season,,regular_season,158
2023-10-21 23:40:03.812 -0600,2023-10-21 23:40:03.812 -0600,328,Playoffs,,playoffs,158
2023-10-21 23:40:03.878 -0600,2023-10-21 23:40:03.878 -0600,329,Regular Season,,regular_season,159
2023-10-21 23:40:05.413 -0600,2023-10-21 23:40:05.413 -0600,330,Playoffs,,playoffs,159
2023-10-21 23:40:05.478 -0600,2023-10-21 23:40:05.478 -0600,331,Regular Season,,regular_season,160
2023-10-21 23:40:08.342 -0600,2023-10-21 23:40:08.342 -0600,332,Playoffs,,playoffs,160
2023-10-21 23:40:08.522 -0600,2023-10-21 23:40:08.522 -0600,333,Regular Season,,regular_season,161
2023-10-21 23:40:10.187 -0600,2023-10-21 23:40:10.187 -0600,334,Playoffs,,playoffs,161
2023-10-21 23:40:10.258 -0600,2023-10-21 23:40:10.258 -0600,335,Regular Season,,regular_season,162
2023-10-21 23:40:11.132 -0600,2023-10-21 23:40:11.132 -0600,336,Playoffs,,playoffs,162
2023-10-21 23:40:11.207 -0600,2023-10-21 23:40:11.207 -0600,337,Regular Season,,regular_season,163
2023-10-21 23:40:12.378 -0600,2023-10-21 23:40:12.378 -0600,338,Playoffs,,playoffs,163
2023-10-21 23:40:12.434 -0600,2023-10-21 23:40:12.434 -0600,339,Groups,,groups,164
2023-10-21 23:40:13.092 -0600,2023-10-21 23:40:13.092 -0600,340,Playoffs,,playoffs,164
2023-10-21 23:40:13.176 -0600,2023-10-21 23:40:13.176 -0600,341,Regular Season,,regular_season,165
2023-10-21 23:40:14.095 -0600,2023-10-21 23:40:14.095 -0600,342,Playoffs,,playoffs,165
2023-10-21 23:40:14.154 -0600,2023-10-21 23:40:14.154 -0600,343,Regular Season,,regular_season,166
2023-10-21 23:40:15.617 -0600,2023-10-21 23:40:15.617 -0600,344,Playoffs,,playoffs,166
2023-10-21 23:40:15.726 -0600,2023-10-21 23:40:15.726 -0600,345,knockouts,,knockouts,167
2023-10-21 23:40:15.865 -0600,2023-10-21 23:40:15.865 -0600,346,Regional Finals,,regional_finals,168
2023-10-21 23:40:15.927 -0600,2023-10-21 23:40:15.927 -0600,347,Regular Season,,regular_season,169
2023-10-21 23:40:17.038 -0600,2023-10-21 23:40:17.038 -0600,348,Regular Season,,regular_season,170
2023-10-21 23:40:17.936 -0600,2023-10-21 23:40:17.936 -0600,349,Playoffs,,playoffs,170
2023-10-21 23:40:18.003 -0600,2023-10-21 23:40:18.003 -0600,350,Regular Season,,regular_season,171
2023-10-21 23:40:19.777 -0600,2023-10-21 23:40:19.777 -0600,351,Playoffs,,playoffs,171
2023-10-21 23:40:19.948 -0600,2023-10-21 23:40:19.948 -0600,352,Regular Season,,regular_season,172
2023-10-21 23:40:22.966 -0600,2023-10-21 23:40:22.966 -0600,353,Playoffs,,playoffs,172
2023-10-21 23:40:23.344 -0600,2023-10-21 23:40:23.344 -0600,354,Round 1,,round_1,173
2023-10-21 23:40:23.813 -0600,2023-10-21 23:40:23.813 -0600,355,Round 2,,round_2,173
2023-10-21 23:40:24.177 -0600,2023-10-21 23:40:24.177 -0600,356,Playoffs,,playoffs,173
2023-10-21 23:40:24.332 -0600,2023-10-21 23:40:24.332 -0600,357,Regular Season,,regular_season,174
2023-10-21 23:40:25.678 -0600,2023-10-21 23:40:25.678 -0600,358,Playoffs,,playoffs,174
2023-10-21 23:40:25.802 -0600,2023-10-21 23:40:25.802 -0600,359,Round 1,,round_1,175
2023-10-21 23:40:26.635 -0600,2023-10-21 23:40:26.635 -0600,360,Round 2,,round_2,175
2023-10-21 23:40:26.825 -0600,2023-10-21 23:40:26.825 -0600,361,Playoffs,,playoffs,175
2023-10-21 23:40:26.862 -0600,2023-10-21 23:40:26.862 -0600,362,Regular Season,,regular_season,176
2023-10-21 23:40:27.626 -0600,2023-10-21 23:40:27.626 -0600,363,Playoffs,,playoffs,176
2023-10-21 23:40:27.743 -0600,2023-10-21 23:40:27.743 -0600,364,Regular Season,,regular_season,177
2023-10-21 23:40:29.858 -0600,2023-10-21 23:40:29.858 -0600,365,Playoffs,,playoffs,177
2023-10-21 23:40:29.973 -0600,2023-10-21 23:40:29.973 -0600,366,Play In Groups,,play_in_groups,178
2023-10-21 23:40:30.290 -0600,2023-10-21 23:40:30.290 -0600,367,Play In Knockouts,,play_in_elim,178
2023-10-21 23:40:30.329 -0600,2023-10-21 23:40:30.329 -0600,368,Groups,,groups,178
2023-10-21 23:40:31.018 -0600,2023-10-21 23:40:31.018 -0600,369,Playoffs,,playoffs,178
2023-10-21 23:40:31.120 -0600,2023-10-21 23:40:31.120 -0600,370,Regular Season,,regular_season,179
2023-10-21 23:40:33.102 -0600,2023-10-21 23:40:33.102 -0600,371,Playoffs,,playoffs,179
2023-10-21 23:40:33.178 -0600,2023-10-21 23:40:33.178 -0600,372,Regular Season,,regular_season,180
2023-10-21 23:40:33.969 -0600,2023-10-21 23:40:33.969 -0600,373,Playoffs,,playoffs,180
2023-10-21 23:40:34.108 -0600,2023-10-21 23:40:34.108 -0600,374,Regular Season,,regular_season,181
2023-10-21 23:40:34.621 -0600,2023-10-21 23:40:34.621 -0600,375,Groups,,groups,181
2023-10-21 23:40:34.752 -0600,2023-10-21 23:40:34.752 -0600,376,Playoffs,,playoffs,181
2023-10-21 23:40:34.800 -0600,2023-10-21 23:40:34.800 -0600,377,Regular Season,,regular_season,182
2023-10-21 23:40:36.076 -0600,2023-10-21 23:40:36.076 -0600,378,Playoffs,,playoffs,182
2023-10-21 23:40:36.198 -0600,2023-10-21 23:40:36.198 -0600,379,Regular Season,,regular_season,183
2023-10-21 23:40:37.216 -0600,2023-10-21 23:40:37.216 -0600,380,Playoffs,,playoffs,183
2023-10-21 23:40:37.278 -0600,2023-10-21 23:40:37.278 -0600,381,Regular Season,,regular_season,184
2023-10-21 23:40:38.184 -0600,2023-10-21 23:40:38.184 -0600,382,Regular Season,,regular_season,185
2023-10-21 23:40:40.707 -0600,2023-10-21 23:40:40.707 -0600,383,Playoffs,,playoffs,185
2023-10-21 23:40:40.822 -0600,2023-10-21 23:40:40.822 -0600,384,Groups,,groups,186
2023-10-21 23:40:41.104 -0600,2023-10-21 23:40:41.104 -0600,385,knockouts,,knockouts,186
2023-10-21 23:40:41.205 -0600,2023-10-21 23:40:41.205 -0600,386,Regular Season,,regular_season,187
2023-10-21 23:40:42.166 -0600,2023-10-21 23:40:42.166 -0600,387,Playoffs,,playoffs,187
2023-10-21 23:40:42.236 -0600,2023-10-21 23:40:42.236 -0600,388,Regular Season,,regular_season,188
2023-10-21 23:40:43.714 -0600,2023-10-21 23:40:43.714 -0600,389,Playoffs,,playoffs,188
2023-10-21 23:40:43.840 -0600,2023-10-21 23:40:43.840 -0600,390,Regular Season,,regular_season,189
2023-10-21 23:40:44.339 -0600,2023-10-21 23:40:44.339 -0600,391,Playoffs,,playoffs,189
2023-10-21 23:40:44.556 -0600,2023-10-21 23:40:44.556 -0600,392,Regular Season,,regular_season,190
2023-10-21 23:40:45.589 -0600,2023-10-21 23:40:45.589 -0600,393,Playoffs,,playoffs,190
2023-10-21 23:40:45.639 -0600,2023-10-21 23:40:45.639 -0600,394,Regular Season,,regular_season,191
2023-10-21 23:40:46.476 -0600,2023-10-21 23:40:46.476 -0600,395,Playoffs,,playoffs,191
2023-10-21 23:40:46.537 -0600,2023-10-21 23:40:46.537 -0600,396,Round 1,,round_1,192
2023-10-21 23:40:46.995 -0600,2023-10-21 23:40:46.995 -0600,397,Round 2,,round_2,192
2023-10-21 23:40:47.357 -0600,2023-10-21 23:40:47.357 -0600,398,Playoffs,,playoffs,192
2023-10-21 23:40:47.510 -0600,2023-10-21 23:40:47.510 -0600,399,Regular Season,,regular_season,193
2023-10-21 23:40:49.201 -0600,2023-10-21 23:40:49.201 -0600,400,Playoffs,,playoffs,193
2023-10-21 23:40:49.247 -0600,2023-10-21 23:40:49.247 -0600,401,Regular Season,,regular_season,194
2023-10-21 23:40:50.256 -0600,2023-10-21 23:40:50.256 -0600,402,Playoffs,,playoffs,194
2023-10-21 23:40:50.356 -0600,2023-10-21 23:40:50.356 -0600,403,Regular Season,,regular_season,195
2023-10-21 23:40:50.680 -0600,2023-10-21 23:40:50.680 -0600,404,Playoffs,,playoffs,195
2023-10-21 23:40:50.718 -0600,2023-10-21 23:40:50.718 -0600,405,Regular Season,,regular_season,196
2023-10-21 23:40:51.351 -0600,2023-10-21 23:40:51.351 -0600,406,Playoffs,,playoffs,196
2023-10-21 23:40:51.403 -0600,2023-10-21 23:40:51.403 -0600,407,Regular Season,,regular_season,197
2023-10-21 23:40:52.303 -0600,2023-10-21 23:40:52.303 -0600,408,Playoffs,,playoffs,197
2023-10-21 23:40:52.400 -0600,2023-10-21 23:40:52.400 -0600,409,Regular Season,,regular_season,198
2023-10-21 23:40:53.382 -0600,2023-10-21 23:40:53.382 -0600,410,Playoffs,,playoffs,198
2023-10-21 23:40:53.444 -0600,2023-10-21 23:40:53.444 -0600,411,Regular Season,,regular_season,199
2023-10-21 23:40:55.112 -0600,2023-10-21 23:40:55.112 -0600,412,Playoffs,,playoffs,199
2023-10-21 23:40:55.162 -0600,2023-10-21 23:40:55.162 -0600,413,Regular Season,,regular_season,200
2023-10-21 23:40:56.569 -0600,2023-10-21 23:40:56.569 -0600,414,Playoffs,,playoffs,200
2023-10-21 23:40:56.716 -0600,2023-10-21 23:40:56.716 -0600,415,Regular Season,,regular_season,201
2023-10-21 23:40:57.475 -0600,2023-10-21 23:40:57.475 -0600,416,Playoffs,,playoffs,201
2023-10-21 23:40:57.588 -0600,2023-10-21 23:40:57.588 -0600,417,Regular Season,,regular_season,202
2023-10-21 23:40:58.608 -0600,2023-10-21 23:40:58.608 -0600,418,Playoffs,,playoffs,202
2023-10-21 23:40:58.683 -0600,2023-10-21 23:40:58.683 -0600,419,Regular Season,,regular_season,203
2023-10-21 23:40:59.478 -0600,2023-10-21 23:40:59.478 -0600,420,Playoffs,,playoffs,203
2023-10-21 23:40:59.539 -0600,2023-10-21 23:40:59.539 -0600,421,Groups,,groups,204
2023-10-21 23:41:00.054 -0600,2023-10-21 23:41:00.054 -0600,422,Playoffs,,playoffs,204
2023-10-21 23:41:00.116 -0600,2023-10-21 23:41:00.116 -0600,423,Regular Season,,regular_season,205
2023-10-21 23:41:01.029 -0600,2023-10-21 23:41:01.029 -0600,424,Playoffs,,playoffs,205
2023-10-21 23:41:01.125 -0600,2023-10-21 23:41:01.125 -0600,425,Regular Season,,regular_season,206
2023-10-21 23:41:02.000 -0600,2023-10-21 23:41:02.000 -0600,426,Playoffs,,playoffs,206
2023-10-21 23:41:02.041 -0600,2023-10-21 23:41:02.041 -0600,427,Regular Season,,regular_season,207
2023-10-21 23:41:04.621 -0600,2023-10-21 23:41:04.621 -0600,428,Playoffs,,playoffs,207
2023-10-21 23:41:04.683 -0600,2023-10-21 23:41:04.683 -0600,429,Playoffs,,playoffs,208
2023-10-21 23:41:04.838 -0600,2023-10-21 23:41:04.838 -0600,430,Regular Season,,regular_season,209
2023-10-21 23:41:05.726 -0600,2023-10-21 23:41:05.726 -0600,431,Playoffs,,playoffs,209
2023-10-21 23:41:05.769 -0600,2023-10-21 23:41:05.769 -0600,432,Regular Season,,regular_season,210
2023-10-21 23:41:06.107 -0600,2023-10-21 23:41:06.107 -0600,433,Playoffs,,playoffs,210
2023-10-21 23:41:06.217 -0600,2023-10-21 23:41:06.217 -0600,434,Regular Season,,regular_season,211
2023-10-21 23:41:06.772 -0600,2023-10-21 23:41:06.772 -0600,435,Playoffs,,playoffs,211
2023-10-21 23:41:06.801 -0600,2023-10-21 23:41:06.801 -0600,436,Round 1,,round_1,212
2023-10-21 23:41:07.197 -0600,2023-10-21 23:41:07.197 -0600,437,Round 2,,round_2,212
2023-10-21 23:41:07.500 -0600,2023-10-21 23:41:07.500 -0600,438,Playoffs,,playoffs,212
2023-10-21 23:41:07.639 -0600,2023-10-21 23:41:07.639 -0600,439,Regular Season,,regular_season,213
2023-10-21 23:41:09.328 -0600,2023-10-21 23:41:09.328 -0600,440,Playoffs,,playoffs,213
2023-10-21 23:41:09.415 -0600,2023-10-21 23:41:09.415 -0600,441,Regular Season,,regular_season,214
2023-10-21 23:41:10.821 -0600,2023-10-21 23:41:10.821 -0600,442,Playoffs,,playoffs,214
2023-10-21 23:41:10.948 -0600,2023-10-21 23:41:10.948 -0600,443,Regular Season,,regular_season,215
2023-10-21 23:41:11.770 -0600,2023-10-21 23:41:11.770 -0600,444,Playoffs,,playoffs,215
2023-10-21 23:41:11.906 -0600,2023-10-21 23:41:11.906 -0600,445,Play In Groups,,play_in_group,216
2023-10-21 23:41:12.594 -0600,2023-10-21 23:41:12.594 -0600,446,Playoffs,,playoffs,216
2023-10-21 23:41:12.649 -0600,2023-10-21 23:41:12.649 -0600,447,Regular Season,,regular_season,217
2023-10-21 23:41:13.735 -0600,2023-10-21 23:41:13.735 -0600,448,Playoffs,,playoffs,217
2023-10-21 23:41:13.793 -0600,2023-10-21 23:41:13.793 -0600,449,Groups,,groups,218
2023-10-21 23:41:14.329 -0600,2023-10-21 23:41:14.329 -0600,450,Playoffs,,playoffs,218
2023-10-21 23:41:14.392 -0600,2023-10-21 23:41:14.392 -0600,451,Regular Season,,regular_season,219
2023-10-21 23:41:16.851 -0600,2023-10-21 23:41:16.851 -0600,452,Playoffs,,playoffs,219
2023-10-21 23:41:17.012 -0600,2023-10-21 23:41:17.012 -0600,453,Regular Season,,regular_season,220
2023-10-21 23:41:18.612 -0600,2023-10-21 23:41:18.612 -0600,454,Playoffs,,playoffs,220
2023-10-21 23:41:18.793 -0600,2023-10-21 23:41:18.793 -0600,455,Regular Season,,regular_season,221
2023-10-21 23:41:20.621 -0600,2023-10-21 23:41:20.621 -0600,456,Playoffs,,playoffs,221
2023-10-21 23:41:20.717 -0600,2023-10-21 23:41:20.717 -0600,457,Regular Season,,regular_season,222
2023-10-21 23:41:21.689 -0600,2023-10-21 23:41:21.689 -0600,458,Playoffs,,playoffs,222
2023-10-21 23:41:21.740 -0600,2023-10-21 23:41:21.740 -0600,459,Regular Season,,regular_season,223
2023-10-21 23:41:22.205 -0600,2023-10-21 23:41:22.205 -0600,460,Playoffs,,playoffs,223
2023-10-21 23:41:22.232 -0600,2023-10-21 23:41:22.232 -0600,461,Regular Season,,regular_season,224
2023-10-21 23:41:22.761 -0600,2023-10-21 23:41:22.761 -0600,462,Playoffs,,playoffs,224
2023-10-21 23:41:22.859 -0600,2023-10-21 23:41:22.859 -0600,463,Regular Season,,regular_season,225
2023-10-21 23:41:23.694 -0600,2023-10-21 23:41:23.694 -0600,464,Playoffs,,playoffs,225
2023-10-21 23:41:23.785 -0600,2023-10-21 23:41:23.785 -0600,465,Play In Groups,,play_in_groups,226
2023-10-21 23:41:24.538 -0600,2023-10-21 23:41:24.538 -0600,466,Play In Knockouts,,play_in_elim,226
2023-10-21 23:41:24.607 -0600,2023-10-21 23:41:24.607 -0600,467,Regular Season,,regular_season,227
2023-10-21 23:41:25.657 -0600,2023-10-21 23:41:25.657 -0600,468,Playoffs,,playoffs,227
2023-10-21 23:41:25.837 -0600,2023-10-21 23:41:25.837 -0600,469,Regular Season,,regular_season,228
2023-10-21 23:41:27.651 -0600,2023-10-21 23:41:27.651 -0600,470,Playoffs,,playoffs,228
2023-10-21 23:41:27.757 -0600,2023-10-21 23:41:27.757 -0600,471,Groups,,groups,229
2023-10-21 23:41:27.887 -0600,2023-10-21 23:41:27.887 -0600,472,knockouts,,knockouts,229
2023-10-21 23:41:27.938 -0600,2023-10-21 23:41:27.938 -0600,473,Play In Groups,,play_in_group,230
2023-10-21 23:41:28.598 -0600,2023-10-21 23:41:28.598 -0600,474,knockouts,,knockouts,230
2023-10-21 23:41:28.653 -0600,2023-10-21 23:41:28.653 -0600,475,Regular Season,,regular_season,231
2023-10-21 23:41:29.373 -0600,2023-10-21 23:41:29.373 -0600,476,Playoffs,,playoffs,231
2023-10-21 23:41:29.420 -0600,2023-10-21 23:41:29.420 -0600,477,Regular Season,,regular_season,232
2023-10-21 23:41:30.246 -0600,2023-10-21 23:41:30.246 -0600,478,Playoffs,,playoffs,232
2023-10-21 23:41:30.308 -0600,2023-10-21 23:41:30.308 -0600,479,Regular Season,,regular_season,233
2023-10-21 23:41:31.661 -0600,2023-10-21 23:41:31.661 -0600,480,Playoffs,,playoffs,233
2023-10-21 23:41:31.743 -0600,2023-10-21 23:41:31.743 -0600,481,Regular Season,,regular_season,234
2023-10-21 23:41:33.308 -0600,2023-10-21 23:41:33.308 -0600,482,Playoffs,,playoffs,234
2023-10-21 23:41:33.392 -0600,2023-10-21 23:41:33.392 -0600,483,Round 1,,round_1,235
2023-10-21 23:41:33.823 -0600,2023-10-21 23:41:33.823 -0600,484,Round 2,,round_2,235
2023-10-21 23:41:34.128 -0600,2023-10-21 23:41:34.128 -0600,485,Playoffs,,playoffs,235
2023-10-21 23:41:34.264 -0600,2023-10-21 23:41:34.264 -0600,486,Regular Season,,regular_season,236
2023-10-21 23:41:34.901 -0600,2023-10-21 23:41:34.901 -0600,487,Playoffs,,playoffs,236
2023-10-21 23:41:34.940 -0600,2023-10-21 23:41:34.940 -0600,488,Round 1,,round_1,237
2023-10-21 23:41:35.633 -0600,2023-10-21 23:41:35.633 -0600,489,Round 2,,round_2,237
2023-10-21 23:41:35.765 -0600,2023-10-21 23:41:35.765 -0600,490,Playoffs,,playoffs,237
2023-10-21 23:41:35.805 -0600,2023-10-21 23:41:35.805 -0600,491,Play In Groups,,play_in_groups,238
2023-10-21 23:41:36.370 -0600,2023-10-21 23:41:36.370 -0600,492,play_in_knockouts,,play_in_knockouts,238
2023-10-21 23:41:36.412 -0600,2023-10-21 23:41:36.412 -0600,493,Groups,,groups,238
2023-10-21 23:41:36.984 -0600,2023-10-21 23:41:36.984 -0600,494,Playoffs,,playoffs,238
2023-10-21 23:41:37.067 -0600,2023-10-21 23:41:37.067 -0600,495,Regular Season,,regular_season,239
2023-10-21 23:41:39.527 -0600,2023-10-21 23:41:39.527 -0600,496,Playoffs,,playoffs,239
2023-10-21 23:41:39.575 -0600,2023-10-21 23:41:39.575 -0600,497,Round 1,,round_1,240
2023-10-21 23:41:39.835 -0600,2023-10-21 23:41:39.835 -0600,498,Playoffs,,playoffs,240
2023-10-21 23:41:39.925 -0600,2023-10-21 23:41:39.925 -0600,499,knockouts,,knockouts,241
2023-10-21 23:41:40.046 -0600,2023-10-21 23:41:40.046 -0600,500,knockouts,,knockouts,242
2023-10-21 23:41:40.144 -0600,2023-10-21 23:41:40.144 -0600,501,Playoffs,,playoffs,242
2023-10-21 23:41:40.189 -0600,2023-10-21 23:41:40.189 -0600,502,Regular Season,,regular_season,243
2023-10-21 23:41:41.351 -0600,2023-10-21 23:41:41.351 -0600,503,Playoffs,,playoffs,243
2023-10-21 23:41:41.425 -0600,2023-10-21 23:41:41.425 -0600,504,Regular Season,,regular_season,244
2023-10-21 23:41:44.326 -0600,2023-10-21 23:41:44.326 -0600,505,Playoffs,,playoffs,244
2023-10-21 23:41:44.447 -0600,2023-10-21 23:41:44.447 -0600,506,Regular Season,,regular_season,245
2023-10-21 23:41:47.892 -0600,2023-10-21 23:41:47.892 -0600,507,Playoffs,,playoffs,245
2023-10-21 23:41:47.955 -0600,2023-10-21 23:41:47.955 -0600,508,east,,east,246
2023-10-21 23:41:48.097 -0600,2023-10-21 23:41:48.097 -0600,509,west,,west,246
2023-10-21 23:41:48.222 -0600,2023-10-21 23:41:48.222 -0600,510,Regular Season,,regular_season,247
2023-10-21 23:41:48.608 -0600,2023-10-21 23:41:48.608 -0600,511,Playoffs,,playoffs,247
2023-10-21 23:41:48.640 -0600,2023-10-21 23:41:48.640 -0600,512,Regular Season,,regular_season,248
2023-10-21 23:41:49.434 -0600,2023-10-21 23:41:49.434 -0600,513,Playoffs,,playoffs,248
