"created_date","modified_date","match_pk","match_type","match_state","match_mode","match_strategy","section_pk"
2023-10-21 23:30:37.404 -0600,2023-10-21 23:30:37.404 -0600,1,normal,completed,classic,bestOf 3,1
2023-10-21 23:32:15.942 -0600,2023-10-21 23:32:15.942 -0600,2,normal,completed,classic,bestOf 3,2
2023-10-21 23:33:18.186 -0600,2023-10-21 23:33:18.186 -0600,3,normal,completed,classic,bestOf 3,3
2023-10-21 23:35:12.353 -0600,2023-10-21 23:35:12.353 -0600,4,normal,completed,classic,bestOf 3,4
2023-10-21 23:35:34.930 -0600,2023-10-21 23:35:34.930 -0600,5,normal,completed,classic,bestOf 3,5
2023-10-21 23:37:00.565 -0600,2023-10-21 23:37:00.565 -0600,6,normal,completed,classic,bestOf 3,6
2023-10-21 23:37:00.609 -0600,2023-10-21 23:37:00.609 -0600,7,normal,completed,classic,bestOf 3,6
2023-10-21 23:37:00.642 -0600,2023-10-21 23:37:00.642 -0600,8,normal,completed,classic,bestOf 3,6
2023-10-21 23:37:00.670 -0600,2023-10-21 23:37:00.670 -0600,9,normal,completed,classic,bestOf 3,6
2023-10-21 23:37:00.717 -0600,2023-10-21 23:37:00.717 -0600,10,normal,completed,classic,bestOf 3,6
2023-10-21 23:37:00.746 -0600,2023-10-21 23:37:00.746 -0600,11,normal,completed,classic,bestOf 3,7
2023-10-21 23:37:00.767 -0600,2023-10-21 23:37:00.767 -0600,12,normal,completed,classic,bestOf 3,7
2023-10-21 23:37:00.792 -0600,2023-10-21 23:37:00.792 -0600,13,normal,completed,classic,bestOf 3,7
2023-10-21 23:37:00.824 -0600,2023-10-21 23:37:00.824 -0600,14,normal,completed,classic,bestOf 3,7
2023-10-21 23:37:00.836 -0600,2023-10-21 23:37:00.836 -0600,15,normal,completed,classic,bestOf 3,7
2023-10-21 23:37:00.851 -0600,2023-10-21 23:37:00.851 -0600,16,normal,completed,classic,bestOf 3,8
2023-10-21 23:37:00.870 -0600,2023-10-21 23:37:00.870 -0600,17,normal,completed,classic,bestOf 3,8
2023-10-21 23:37:00.885 -0600,2023-10-21 23:37:00.885 -0600,18,normal,completed,classic,bestOf 3,8
2023-10-21 23:37:00.897 -0600,2023-10-21 23:37:00.897 -0600,19,normal,completed,classic,bestOf 3,8
2023-10-21 23:37:00.911 -0600,2023-10-21 23:37:00.911 -0600,20,normal,completed,classic,bestOf 3,8
2023-10-21 23:37:00.927 -0600,2023-10-21 23:37:00.927 -0600,21,normal,completed,classic,bestOf 3,9
2023-10-21 23:37:00.937 -0600,2023-10-21 23:37:00.937 -0600,22,normal,completed,classic,bestOf 3,9
2023-10-21 23:37:00.950 -0600,2023-10-21 23:37:00.950 -0600,23,normal,completed,classic,bestOf 3,9
2023-10-21 23:37:00.960 -0600,2023-10-21 23:37:00.960 -0600,24,normal,completed,classic,bestOf 3,9
2023-10-21 23:37:00.972 -0600,2023-10-21 23:37:00.972 -0600,25,normal,completed,classic,bestOf 3,9
2023-10-21 23:37:00.985 -0600,2023-10-21 23:37:00.985 -0600,26,normal,completed,classic,bestOf 3,10
2023-10-21 23:37:01.001 -0600,2023-10-21 23:37:01.001 -0600,27,normal,completed,classic,bestOf 3,10
2023-10-21 23:37:01.011 -0600,2023-10-21 23:37:01.011 -0600,28,normal,completed,classic,bestOf 3,10
2023-10-21 23:37:01.027 -0600,2023-10-21 23:37:01.027 -0600,29,normal,completed,classic,bestOf 3,10
2023-10-21 23:37:01.045 -0600,2023-10-21 23:37:01.045 -0600,30,normal,completed,classic,bestOf 3,10
2023-10-21 23:37:01.062 -0600,2023-10-21 23:37:01.062 -0600,31,normal,completed,classic,bestOf 3,10
2023-10-21 23:37:01.078 -0600,2023-10-21 23:37:01.078 -0600,32,normal,completed,classic,bestOf 5,10
2023-10-21 23:37:01.103 -0600,2023-10-21 23:37:01.103 -0600,33,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.124 -0600,2023-10-21 23:37:01.124 -0600,34,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.142 -0600,2023-10-21 23:37:01.142 -0600,35,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.158 -0600,2023-10-21 23:37:01.158 -0600,36,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.177 -0600,2023-10-21 23:37:01.177 -0600,37,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.195 -0600,2023-10-21 23:37:01.195 -0600,38,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.211 -0600,2023-10-21 23:37:01.211 -0600,39,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.225 -0600,2023-10-21 23:37:01.225 -0600,40,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.243 -0600,2023-10-21 23:37:01.243 -0600,41,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.261 -0600,2023-10-21 23:37:01.261 -0600,42,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.283 -0600,2023-10-21 23:37:01.283 -0600,43,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.306 -0600,2023-10-21 23:37:01.306 -0600,44,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.326 -0600,2023-10-21 23:37:01.326 -0600,45,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.342 -0600,2023-10-21 23:37:01.342 -0600,46,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.358 -0600,2023-10-21 23:37:01.358 -0600,47,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.378 -0600,2023-10-21 23:37:01.378 -0600,48,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.400 -0600,2023-10-21 23:37:01.400 -0600,49,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.422 -0600,2023-10-21 23:37:01.422 -0600,50,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.437 -0600,2023-10-21 23:37:01.437 -0600,51,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.456 -0600,2023-10-21 23:37:01.456 -0600,52,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.479 -0600,2023-10-21 23:37:01.479 -0600,53,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.499 -0600,2023-10-21 23:37:01.499 -0600,54,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.515 -0600,2023-10-21 23:37:01.515 -0600,55,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.541 -0600,2023-10-21 23:37:01.541 -0600,56,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.563 -0600,2023-10-21 23:37:01.563 -0600,57,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.582 -0600,2023-10-21 23:37:01.582 -0600,58,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.605 -0600,2023-10-21 23:37:01.605 -0600,59,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.625 -0600,2023-10-21 23:37:01.625 -0600,60,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.644 -0600,2023-10-21 23:37:01.644 -0600,61,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.669 -0600,2023-10-21 23:37:01.669 -0600,62,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.690 -0600,2023-10-21 23:37:01.690 -0600,63,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.709 -0600,2023-10-21 23:37:01.709 -0600,64,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.734 -0600,2023-10-21 23:37:01.734 -0600,65,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.754 -0600,2023-10-21 23:37:01.754 -0600,66,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.770 -0600,2023-10-21 23:37:01.770 -0600,67,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.783 -0600,2023-10-21 23:37:01.783 -0600,68,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.805 -0600,2023-10-21 23:37:01.805 -0600,69,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.825 -0600,2023-10-21 23:37:01.825 -0600,70,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.846 -0600,2023-10-21 23:37:01.846 -0600,71,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.868 -0600,2023-10-21 23:37:01.868 -0600,72,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.887 -0600,2023-10-21 23:37:01.887 -0600,73,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.903 -0600,2023-10-21 23:37:01.903 -0600,74,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.924 -0600,2023-10-21 23:37:01.924 -0600,75,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.947 -0600,2023-10-21 23:37:01.947 -0600,76,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.970 -0600,2023-10-21 23:37:01.970 -0600,77,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:01.987 -0600,2023-10-21 23:37:01.987 -0600,78,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:02.000 -0600,2023-10-21 23:37:02.000 -0600,79,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:02.018 -0600,2023-10-21 23:37:02.018 -0600,80,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:02.035 -0600,2023-10-21 23:37:02.035 -0600,81,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:02.049 -0600,2023-10-21 23:37:02.049 -0600,82,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:02.060 -0600,2023-10-21 23:37:02.060 -0600,83,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:02.081 -0600,2023-10-21 23:37:02.081 -0600,84,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:02.099 -0600,2023-10-21 23:37:02.099 -0600,85,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:02.114 -0600,2023-10-21 23:37:02.114 -0600,86,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:02.136 -0600,2023-10-21 23:37:02.136 -0600,87,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:02.150 -0600,2023-10-21 23:37:02.150 -0600,88,normal,completed,classic,bestOf 1,11
2023-10-21 23:37:02.166 -0600,2023-10-21 23:37:02.166 -0600,89,normal,completed,classic,bestOf 5,12
2023-10-21 23:37:02.181 -0600,2023-10-21 23:37:02.181 -0600,90,normal,completed,classic,bestOf 5,12
2023-10-21 23:37:02.201 -0600,2023-10-21 23:37:02.201 -0600,91,normal,completed,classic,bestOf 5,12
2023-10-21 23:37:02.214 -0600,2023-10-21 23:37:02.214 -0600,92,normal,completed,classic,bestOf 5,12
2023-10-21 23:37:02.233 -0600,2023-10-21 23:37:02.233 -0600,93,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.248 -0600,2023-10-21 23:37:02.248 -0600,94,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.260 -0600,2023-10-21 23:37:02.260 -0600,95,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.272 -0600,2023-10-21 23:37:02.272 -0600,96,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.286 -0600,2023-10-21 23:37:02.286 -0600,97,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.303 -0600,2023-10-21 23:37:02.303 -0600,98,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.320 -0600,2023-10-21 23:37:02.320 -0600,99,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.333 -0600,2023-10-21 23:37:02.333 -0600,100,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.346 -0600,2023-10-21 23:37:02.346 -0600,101,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.361 -0600,2023-10-21 23:37:02.361 -0600,102,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.378 -0600,2023-10-21 23:37:02.378 -0600,103,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.394 -0600,2023-10-21 23:37:02.394 -0600,104,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.411 -0600,2023-10-21 23:37:02.411 -0600,105,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.428 -0600,2023-10-21 23:37:02.428 -0600,106,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.443 -0600,2023-10-21 23:37:02.443 -0600,107,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.455 -0600,2023-10-21 23:37:02.455 -0600,108,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.469 -0600,2023-10-21 23:37:02.469 -0600,109,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.484 -0600,2023-10-21 23:37:02.484 -0600,110,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.496 -0600,2023-10-21 23:37:02.496 -0600,111,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.514 -0600,2023-10-21 23:37:02.514 -0600,112,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.530 -0600,2023-10-21 23:37:02.530 -0600,113,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.548 -0600,2023-10-21 23:37:02.548 -0600,114,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.566 -0600,2023-10-21 23:37:02.566 -0600,115,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.583 -0600,2023-10-21 23:37:02.583 -0600,116,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.599 -0600,2023-10-21 23:37:02.599 -0600,117,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.616 -0600,2023-10-21 23:37:02.616 -0600,118,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.637 -0600,2023-10-21 23:37:02.637 -0600,119,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.652 -0600,2023-10-21 23:37:02.652 -0600,120,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.670 -0600,2023-10-21 23:37:02.670 -0600,121,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.685 -0600,2023-10-21 23:37:02.685 -0600,122,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.697 -0600,2023-10-21 23:37:02.697 -0600,123,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.710 -0600,2023-10-21 23:37:02.710 -0600,124,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.724 -0600,2023-10-21 23:37:02.724 -0600,125,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.740 -0600,2023-10-21 23:37:02.740 -0600,126,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.757 -0600,2023-10-21 23:37:02.757 -0600,127,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.770 -0600,2023-10-21 23:37:02.770 -0600,128,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.783 -0600,2023-10-21 23:37:02.783 -0600,129,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.799 -0600,2023-10-21 23:37:02.799 -0600,130,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.818 -0600,2023-10-21 23:37:02.818 -0600,131,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.834 -0600,2023-10-21 23:37:02.834 -0600,132,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.853 -0600,2023-10-21 23:37:02.853 -0600,133,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.868 -0600,2023-10-21 23:37:02.868 -0600,134,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.882 -0600,2023-10-21 23:37:02.882 -0600,135,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.894 -0600,2023-10-21 23:37:02.894 -0600,136,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.909 -0600,2023-10-21 23:37:02.909 -0600,137,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.922 -0600,2023-10-21 23:37:02.922 -0600,138,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.934 -0600,2023-10-21 23:37:02.934 -0600,139,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.953 -0600,2023-10-21 23:37:02.953 -0600,140,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:02.976 -0600,2023-10-21 23:37:02.976 -0600,141,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:03.002 -0600,2023-10-21 23:37:03.002 -0600,142,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:03.025 -0600,2023-10-21 23:37:03.025 -0600,143,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:03.049 -0600,2023-10-21 23:37:03.049 -0600,144,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:03.069 -0600,2023-10-21 23:37:03.069 -0600,145,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:03.087 -0600,2023-10-21 23:37:03.087 -0600,146,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:03.111 -0600,2023-10-21 23:37:03.111 -0600,147,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:03.132 -0600,2023-10-21 23:37:03.132 -0600,148,normal,completed,classic,bestOf 1,13
2023-10-21 23:37:03.152 -0600,2023-10-21 23:37:03.152 -0600,149,normal,completed,classic,bestOf 5,14
2023-10-21 23:37:03.172 -0600,2023-10-21 23:37:03.172 -0600,150,normal,completed,classic,bestOf 5,14
2023-10-21 23:37:03.188 -0600,2023-10-21 23:37:03.188 -0600,151,normal,completed,classic,bestOf 5,14
2023-10-21 23:37:03.208 -0600,2023-10-21 23:37:03.208 -0600,152,normal,completed,classic,bestOf 5,14
2023-10-21 23:37:03.232 -0600,2023-10-21 23:37:03.232 -0600,153,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.248 -0600,2023-10-21 23:37:03.248 -0600,154,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.264 -0600,2023-10-21 23:37:03.264 -0600,155,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.276 -0600,2023-10-21 23:37:03.276 -0600,156,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.290 -0600,2023-10-21 23:37:03.290 -0600,157,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.304 -0600,2023-10-21 23:37:03.304 -0600,158,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.325 -0600,2023-10-21 23:37:03.325 -0600,159,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.336 -0600,2023-10-21 23:37:03.336 -0600,160,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.353 -0600,2023-10-21 23:37:03.353 -0600,161,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.371 -0600,2023-10-21 23:37:03.371 -0600,162,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.389 -0600,2023-10-21 23:37:03.389 -0600,163,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.402 -0600,2023-10-21 23:37:03.402 -0600,164,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.419 -0600,2023-10-21 23:37:03.419 -0600,165,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.431 -0600,2023-10-21 23:37:03.431 -0600,166,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.449 -0600,2023-10-21 23:37:03.449 -0600,167,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.459 -0600,2023-10-21 23:37:03.459 -0600,168,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.474 -0600,2023-10-21 23:37:03.474 -0600,169,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.488 -0600,2023-10-21 23:37:03.488 -0600,170,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.500 -0600,2023-10-21 23:37:03.500 -0600,171,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.513 -0600,2023-10-21 23:37:03.513 -0600,172,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.525 -0600,2023-10-21 23:37:03.525 -0600,173,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.545 -0600,2023-10-21 23:37:03.545 -0600,174,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.555 -0600,2023-10-21 23:37:03.555 -0600,175,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.572 -0600,2023-10-21 23:37:03.572 -0600,176,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.588 -0600,2023-10-21 23:37:03.588 -0600,177,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.599 -0600,2023-10-21 23:37:03.599 -0600,178,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.610 -0600,2023-10-21 23:37:03.610 -0600,179,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.625 -0600,2023-10-21 23:37:03.625 -0600,180,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.635 -0600,2023-10-21 23:37:03.635 -0600,181,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.647 -0600,2023-10-21 23:37:03.647 -0600,182,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.661 -0600,2023-10-21 23:37:03.661 -0600,183,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.671 -0600,2023-10-21 23:37:03.671 -0600,184,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.685 -0600,2023-10-21 23:37:03.685 -0600,185,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.694 -0600,2023-10-21 23:37:03.694 -0600,186,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.706 -0600,2023-10-21 23:37:03.706 -0600,187,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.720 -0600,2023-10-21 23:37:03.720 -0600,188,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.735 -0600,2023-10-21 23:37:03.735 -0600,189,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.744 -0600,2023-10-21 23:37:03.744 -0600,190,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.760 -0600,2023-10-21 23:37:03.760 -0600,191,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.773 -0600,2023-10-21 23:37:03.773 -0600,192,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.790 -0600,2023-10-21 23:37:03.790 -0600,193,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.806 -0600,2023-10-21 23:37:03.806 -0600,194,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.826 -0600,2023-10-21 23:37:03.826 -0600,195,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.837 -0600,2023-10-21 23:37:03.837 -0600,196,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.847 -0600,2023-10-21 23:37:03.847 -0600,197,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.863 -0600,2023-10-21 23:37:03.863 -0600,198,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.880 -0600,2023-10-21 23:37:03.880 -0600,199,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.895 -0600,2023-10-21 23:37:03.895 -0600,200,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.908 -0600,2023-10-21 23:37:03.908 -0600,201,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.922 -0600,2023-10-21 23:37:03.922 -0600,202,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.938 -0600,2023-10-21 23:37:03.938 -0600,203,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.958 -0600,2023-10-21 23:37:03.958 -0600,204,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.970 -0600,2023-10-21 23:37:03.970 -0600,205,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:03.986 -0600,2023-10-21 23:37:03.986 -0600,206,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.004 -0600,2023-10-21 23:37:04.004 -0600,207,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.019 -0600,2023-10-21 23:37:04.019 -0600,208,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.031 -0600,2023-10-21 23:37:04.031 -0600,209,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.044 -0600,2023-10-21 23:37:04.044 -0600,210,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.062 -0600,2023-10-21 23:37:04.062 -0600,211,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.084 -0600,2023-10-21 23:37:04.084 -0600,212,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.098 -0600,2023-10-21 23:37:04.098 -0600,213,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.116 -0600,2023-10-21 23:37:04.116 -0600,214,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.133 -0600,2023-10-21 23:37:04.133 -0600,215,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.146 -0600,2023-10-21 23:37:04.146 -0600,216,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.160 -0600,2023-10-21 23:37:04.160 -0600,217,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.176 -0600,2023-10-21 23:37:04.176 -0600,218,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.197 -0600,2023-10-21 23:37:04.197 -0600,219,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.209 -0600,2023-10-21 23:37:04.209 -0600,220,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.224 -0600,2023-10-21 23:37:04.224 -0600,221,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.240 -0600,2023-10-21 23:37:04.240 -0600,222,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.249 -0600,2023-10-21 23:37:04.249 -0600,223,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.260 -0600,2023-10-21 23:37:04.260 -0600,224,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.276 -0600,2023-10-21 23:37:04.276 -0600,225,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.285 -0600,2023-10-21 23:37:04.285 -0600,226,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.298 -0600,2023-10-21 23:37:04.298 -0600,227,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.312 -0600,2023-10-21 23:37:04.312 -0600,228,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.323 -0600,2023-10-21 23:37:04.323 -0600,229,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.339 -0600,2023-10-21 23:37:04.339 -0600,230,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.349 -0600,2023-10-21 23:37:04.349 -0600,231,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.370 -0600,2023-10-21 23:37:04.370 -0600,232,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.390 -0600,2023-10-21 23:37:04.390 -0600,233,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.414 -0600,2023-10-21 23:37:04.414 -0600,234,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.426 -0600,2023-10-21 23:37:04.426 -0600,235,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.443 -0600,2023-10-21 23:37:04.443 -0600,236,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.462 -0600,2023-10-21 23:37:04.462 -0600,237,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.479 -0600,2023-10-21 23:37:04.479 -0600,238,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.503 -0600,2023-10-21 23:37:04.503 -0600,239,normal,completed,classic,bestOf 1,15
2023-10-21 23:37:04.526 -0600,2023-10-21 23:37:04.526 -0600,240,normal,completed,classic,bestOf 1,15
